Title,Release Date,Budget,Revenue,Genres,Cast,Rating,Vote Count,Runtime,Overview
From Russia with Love,1963-10-10,2500000,78900000,"Action, Thriller, Adventure","Sean Connery, Daniela Bianchi, Pedro Armendáriz, Robert Shaw, Lotte Lenya",7.067,2895,115,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy."
Handsome Guys,2024-06-26,0,0,"Comedy, Horror","Lee Sung-min, Lee Hee-jun, Gong Seung-yeon, Park Ji-hwan, Lee Kyoo-hyung",7.3,5,102,"Self-proclaimed tough guy Jae-pil and sexy guy Sang-gu leave an unforgettable first impression on their moving day. Despite becoming special surveillance targets for Police Chief Choi and Officer Nam, they are simply happy to start anew in their European-style dream house. However, happiness is short-lived as they are inadvertently mistaken for kidnappers while trying to rescue Mina, who almost drowns. Meanwhile, uninvited guests looking for Mina start appearing, and an ancient spirit sealed in the basement awakens, surrounding the house with dark energy."
Wishmaster,1997-09-19,5000000,15738769,"Horror, Fantasy","Angus Scrimm, Andrew Divoff, Tammy Lauren, Robert Englund, Ari Barak",6.0,563,90,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth."
Love in Taipei,2023-08-10,0,0,"Romance, Comedy, Drama","Ashley Liao, Ross Butler, Nico Hiraga, Chelsea Zhang, Cindy Cheung",7.167,39,92,A young American woman is sent by her parents to a cultural immersion program in Taipei where she begins a new journey of self-discovery and romance.
The Perks of Being a Wallflower,2012-09-20,13000000,33384127,Drama,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh",7.794,10308,103,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love."
Freddy vs. Jason,2003-08-15,30000000,116643421,Horror,"Robert Englund, Ken Kirzinger, Monica Keena, Jason Ritter, Kelly Rowland",6.1,2491,97,"Freddy enlists Jason to kill on his behalf on Elm Street, after realizing that he can't haunt dreams because people no longer fear him."
Thunderball,1965-12-11,5500000,141195658,"Adventure, Action, Thriller","Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi, Rik Van Nutter",6.654,2249,130,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.
Alvin and the Chipmunks: The Squeakquel,2009-12-21,75000000,443140005,"Comedy, Family, Animation, Fantasy, Music","Zachary Levi, David Cross, Jason Lee, Justin Long, Matthew Gray Gubler",5.617,2838,88,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off."
The Trapped 13: How We Survived The Thai Cave,2022-10-05,0,0,Documentary,"Ekapol Chanthawong, Ei Khan, Panumas Sangdee, Chanin Vibulrungruang, June Yoon",6.4,81,102,"In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018 — and surviving."
Annie,2014-12-18,65000000,136853506,"Comedy, Drama, Family","Quvenzhané Wallis, Jamie Foxx, Rose Byrne, Cameron Diaz, Bobby Cannavale",6.233,1255,118,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around."
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-11-01,3000000,29999213,Horror,"Robert Englund, Mark Patton, Kim Myers, Robert Rusler, Clu Gulager",5.788,1806,87,"Jesse Walsh moves with his family into the home of the lone survivor from a series of attacks by dream-stalking monster, Freddy Krueger. There, he is bedeviled by nightmares and inexplicably violent impulses."
A Whisker Away,2020-06-18,0,0,"Animation, Drama, Romance, Fantasy","Mirai Shida, Natsuki Hanae, Koichi Yamadera, Hiroaki Ogi, Minako Kotobuki",7.886,1358,104,"A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur."
Wolfwalkers,2020-10-26,12000000,1310720,"Animation, Family, Adventure, Fantasy","Honor Kneafsey, Eva Whittaker, Sean Bean, Simon McBurney, Tommy Tiernan",8.222,1147,103,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy."
2 Guns,2013-08-02,61000000,131940411,"Action, Comedy, Crime","Denzel Washington, Mark Wahlberg, Paula Patton, Edward James Olmos, Bill Paxton",6.539,4054,109,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.
Minions,2015-06-17,74000000,1159457503,"Family, Animation, Adventure, Comedy","Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney, Steve Coogan",6.409,10389,91,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world."
The Lure,2015-12-25,1300000,102986,"Horror, Fantasy, Music, Romance, Drama","Kinga Preis, Michalina Olszańska, Marta Mazurek, Jakub Gierszał, Andrzej Konopka",6.3,248,93,"Two mermaid sisters, who end up performing at a nightclub, face cruel and bloody choices when one of them falls in love with a beautiful young man."
Angela's Ashes,1999-12-25,50000000,13042112,Drama,"Emily Watson, Robert Carlyle, Joe Breen, Michael Legge, Ciarán Owens",7.228,300,145,"An Irish Catholic family returns to 1930s Limerick after a child's death in America. The unemployed I.R.A. veteran father struggles with poverty, prejudice, and alcoholism as the family endures harsh slum conditions."
Speed Zone,1989-04-21,18000000,3077361,"Comedy, Action","John Candy, Donna Dixon, Matt Frewer, Joe Flaherty, Tim Matheson",4.461,77,94,"An illegal race that takes place over the United States and nothing will stop this bunch of racers except for the occasional cop or a damsel in distress. Jackie Chan's car is not in this one, but many new cars make up for that. Who will win? Who will crash? Who will not even finish? Sit down and buckle up for the ride of your life."
Byzantium,2013-04-11,10000000,89237,"Drama, Fantasy, Thriller","Gemma Arterton, Saoirse Ronan, Sam Riley, Jonny Lee Miller, Daniel Mays",6.286,828,118,"Residents of a coastal town learn, with deadly consequences, the secret shared by the two mysterious women who have sought refuge at a local resort."
Byzantium,2013-04-11,10000000,89237,"Drama, Fantasy, Thriller","Gemma Arterton, Saoirse Ronan, Sam Riley, Jonny Lee Miller, Daniel Mays",6.286,828,118,"Residents of a coastal town learn, with deadly consequences, the secret shared by the two mysterious women who have sought refuge at a local resort."
Jurassic Park,1993-06-11,63000000,920100000,"Adventure, Science Fiction","Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough, Bob Peck",7.948,16043,127,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape."
Dreamscape,1984-08-15,0,12145169,"Drama, Science Fiction, Thriller","Dennis Quaid, Max von Sydow, Christopher Plummer, Eddie Albert, Kate Capshaw",6.095,269,99,"In order to diagnose the psychic traumas suffered by his patients, Dr. Paul Novotny gets young Alex Gardner to enter their dreams."
Stuart Little,1999-12-17,133000000,300100000,"Family, Fantasy, Comedy, Adventure, Animation","Michael J. Fox, Chazz Palminteri, Nathan Lane, Geena Davis, Hugh Laurie",6.065,4288,84,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while living with a human family as their child."
Gremlins,1984-06-08,11000000,153083102,"Fantasy, Horror, Comedy","Zach Galligan, Phoebe Cates, Hoyt Axton, Frances Lee McCain, Corey Feldman",7.1,6198,106,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, unleashing a horde of mischievous gremlins on a small town."
Boundless,2024-02-01,7500000,0,"Crime, Thriller","Ulrich Thomsen, Sofie Torp, Afshin Firouzi, Joachim Fjelstrup, Hedda Stiernstedt",5.833,12,126,"In a moment of cowardice, Detective Carl Mørck sends Rose, his junior colleague in Department Q, to the remote Danish island of Bornholm to answer his old colleague Christian Habersaat's repeated requests. But during his forced retirement ceremony Christian kills himself sending Rose into a journey deep into her own traumatic past. Later, Department Q are embroiled into an old cold case of a girl found dead hanging in a tree."
Hellboy II: The Golden Army,2008-07-11,85000000,160388063,"Fantasy, Adventure, Action","Ron Perlman, Selma Blair, Doug Jones, John Alexander, Seth MacFarlane",6.759,5058,120,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation."
"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",2014-12-31,0,0,"Animation, Action, Adventure, Comedy, Fantasy","Mayumi Tanaka, Akemi Okamura, Arata Furuta, Bin Shimada, Fumihiko Tachiki",7.112,169,105,"The special takes place during the two year before the Straw Hats reunite on Sabody.  Luffy is currently in Rusukaina training to get stronger to take on the New World. However the training  is interrupted when Hancock's sisters, Marigold and Sandersonia, are kidnapped by the Byrnndi World,  a pirate who was locked away on Level 6 of Impel Down but escaped during Luffy's invasion to save Ace,  in order to lure Hancock to him and use her as a hostage against the World Government due to her  Shichibukai status. Thus Luffy and Hancock head off to confront him and save Hancock's sisters."
